590	242	3	16.91
147	608	4	16.02
5222	1326	3	43.3
2728	107	3	9.44
4865	102	4	9.21
101	10102	3	9.43
297	1332	6	56.44
472	678	3	22.7
108	181	17	18.56
168	109	19	20.83
477	105	26	76.73
411	722	3	22.16
119	565	5	13.48
102	8322	4	15.11
107	17598	3	27.06
146	187	11	30.7
118	145	14	8.11
5521	104	5	24.41
107	2249	26	211.16
1120	148	9	63.67
172	1435	3	18.16
754	148	3	11.92
121	545	63	516.05
104	162	36	16.93
101	4108	6	12.86
101	8101	5	18.35
869	101	16	13.1
1055	85	4	33.36
102	2035	9	17.99
873	103	10	11.09
216	3761	3	28
1809	151	8	63.48
4424	137	4	31.7
366	101	24	5.56
4264	1391	15	289.18
4234	104	7	34.65
2353	877	4	49.24
15873	164	3	40.1
11954	14	3	14.52
102	4927	3	5.21
101	1102	14	14.16
102	451	34	51.78
284	1684	3	25.13
132	721	3	9.28
8854	9	3	20.77
101	4972	8	27.61
656	141	4	14.96
1099	135	5	25.27
673	117	3	5.28
297	198	3	10.23
234	156	3	5.23
1468	186	8	68.6
496	310	6	44.43
101	10921	3	9.43
6729	14	4	13.31
5608	144	7	72.64
141	355	4	10.19
107	1094	4	7.38
295	105	11	6.54
10228	104	3	16.95
567	1468	3	29.01
111	138	19	6.84
107	3356	5	23.52
177	2805	3	22.98
1127	141	4	19.46
212	124	5	4.64
411	17236	3	49.17
3979	104	3	8.67
173	114	21	31.95
109	170	11	4.59
112	821	5	13.52
1911	103	4	3.95
116	1532	3	9.86
118	236	25	88.96
1356	109	3	7.75
1344	8	6	21.19
112	3261	6	36.8
955	250	3	20.01
2419	104	6	19.42
440	1384	6	62.48
8	11	9	54.93
109	1188	13	68.05
108	324	5	4.45
138	1142	3	12.58
101	10486	3	9.43
101	13122	3	11.51
104	8691	3	15.4
497	1699	3	29.03
7459	1349	5	84.47
9119	161	3	31.52
2886	205	3	25.34
861	108	15	71.52
798	101	14	7.06
200	219	5	17.42
150	130	29	80.14
880	2949	6	82.68
2641	140	3	18.43
632	444	3	21.84
1274	4824	3	42.52
583	16	4	11.94
396	379	5	34.92
555	143	3	8.86
155	170	13	39.09
2861	107	4	15.25
783	151	13	91.33
124	2235	3	14.82
313	693	3	20.04
7795	101	3	6.89
2401	102	5	6.44
4213	102	3	4.44
101	716	14	5.27
132	234	4	5.21
1386	101	13	16.44
1365	103	6	6.26
127	6682	4	34.21
522	3990	3	35.34
1098	133	3	11.91
368	11474	3	41.85
103	1801	5	6.23
133	719	5	20.35
6681	14	4	13.31
102	6679	3	7.41
391	8	13	32.33
1040	108	6	20.01
558	1202	4	39.09
1740	14	14	38.82
10592	103	3	13.49
108	1193	3	6.93
137	459	4	11.55
115	241	6	4.84
651	153	3	11.62
1012	103	12	20.02
7425	14	5	21.23
1518	14	26	102.86
101	8355	4	12.03
5367	102	3	6.17
5556	107	4	21.82
1564	891	3	32.29
101	9084	3	7.99
781	141	3	10.52
116	3498	3	15.06
113	1622	3	9.29
116	1258	3	8.63
103	5228	3	7.22
102	767	24	45.34
104	1635	7	18.6
11043	14	3	12.38
128	184	18	48.15
9	9107	5	43.01
160	105	29	10.42
133	145	12	13.68
1176	103	9	13.16
101	922	28	53.58
257	1012	3	20.89
101	2780	7	10.54
101	4391	5	9.51
103	608	10	5.87
101	3272	5	6.15
321	127	4	7.23
102	5388	7	28.64
101	5752	7	23.18
253	143	3	4
1713	103	5	5.83
8125	103	3	10.8
426	163	3	9.99
126	1824	4	20.4
447	143	5	17.3
578	249	11	91.21
104	344	9	3.94
8187	102	3	9.11
102	597	18	17.74
104	3301	9	44.91
121	6044	5	41.88
6146	14	3	7.32
126	120	30	32.57
6210	151	3	26.23
1991	102	11	26.48
102	732	14	12.71
101	115	725	608.95
135	218	4	4.73
1274	107	3	4.93
2497	103	7	17.37
4669	153	5	47.68
312	526	4	26.86
279	112	9	14.6
219	315	4	18
459	104	9	7.18
782	263	6	47.24
101	5715	9	37.45
102	5343	5	15.9
2557	233	3	26.1
103	635	19	30.37
2357	148	5	37.76
284	190	3	9.37
285	801	3	20.28
101	3239	11	31.96
106	2514	3	7.74
16038	283	3	46.48
1060	13472	3	50.85
1863	460	9	108.99
887	463	5	45.92
413	2588	3	30.62
110	643	4	6.8
675	132	5	19.69
328	152	5	17
3295	108	8	53.95
1636	126	3	12.96
1151	273	18	203.76
112	3026	6	35.48
441	107	9	14.26
212	4284	3	28.53
781	102	12	9.15
102	10406	4	19.48
369	1825	5	51.44
101	9037	4	13.81
107	123	89	97.18
3989	103	3	5.57
9	217	17	26.78
5820	103	4	13.74
108	2189	25	218.67
102	9018	5	25.17
118	832	3	7.1
102	4160	13	67.66
101	3509	7	14.58
2358	1001	5	65.39
544	104	31	102.05
101	6021	4	8.57
2160	111	5	23.66
3640	109	3	14.01
2530	153	5	39.59
896	131	6	29.09
5908	8	5	34.24
431	120	3	4.21
101	17719	3	15.86
629	112	7	19.6
127	291	4	6.3
254	120	7	11.95
2807	1058	3	37.27
160	2345	5	39.98
196	707	8	57.75
9461	14	4	17.78
964	308	14	148.98
274	123	5	7.75
2511	117	3	13.08
143	1033	4	19.05
107	4867	8	54.96
644	110	5	10.39
101	8831	3	7.99
2953	138	3	18.89
147	751	3	11.57
471	149	3	9.17
570	102	26	38.85
834	129	6	27.06
736	13	8	60.51
1122	104	6	9.83
109	745	3	4.43
5487	101	3	4.15
3174	103	3	4.39
981	118	3	7.97
881	129	17	115.85
6534	102	3	7.41
562	107	8	14.55
103	1553	7	10.94
114	13698	3	26.4
864	269	4	29.41
216	256	5	21.58
124	1920	8	53.1
126	466	4	9.37
452	130	3	6.26
1624	150	5	33.26
101	469	35	35.74
544	888	14	164.79
3614	155	4	33.13
518	111	6	12.72
102	1390	13	25.04
101	2017	19	56.01
101	3730	6	11.27
6374	108	3	18.5
1362	1983	4	51.09
3245	107	3	10.53
156	525	3	10.66
494	103	22	31.34
3673	8415	5	98.33
102	1719	14	36.07
103	927	7	4.83
11062	103	3	13.49
578	759	21	262
1192	103	9	13.42
3117	5743	4	69.3
233	327	6	33.69
1401	299	3	24.32
3543	112	3	14.49
529	14	93	412.59
3599	104	6	24.76
178	198	9	32.93
2065	103	5	7.4
330	4049	3	32.32
4086	104	3	8.67
142	368	7	26.19
143	242	4	6.74
325	124	5	9.92
237	143	5	9.95
6608	160	5	53.84
101	13011	3	11.51
682	14	63	254.91
436	16	3	5.77
102	5405	3	6.17
7734	14	3	9.72
101	1565	15	27.12
1627	138	3	14.9
105	443	12	16.45
103	721	8	4.19
130	619	5	18.13
166	1027	9	67.29
493	278	4	25.03
785	697	3	26.01
6658	5137	5	99.31
16828	3070	3	62.63
2435	104	4	9.72
632	135	5	19.47
103	4845	3	6.75
101	5488	5	12.16
101	7482	5	16.29
822	108	5	12.54
101	2517	7	9.06
102	814	10	6.09
135	130	35	84.71
101	5151	5	11.17
101	6764	4	9.52
154	135	12	19.73
877	108	3	5.22
128	136	21	30.76
2864	104	5	15.96
102	4748	5	13.93
316	377	8	59.43
106	4130	3	11.25
794	103	11	12.07
103	1247	9	14.22
102	504	13	4.4
101	13317	3	11.51
9	133	48	55.12
110	2125	3	10.51
542	173	3	12.01
892	8	3	4.43
145	143	106	583.23
3207	137	5	38.08
594	4740	6	85.5
114	1	8	16.82
369	2556	4	42.48
2366	102	8	17.21
7697	103	4	17.42
232	178	5	15.68
143	1155	6	34.81
1429	572	8	93.67
469	533	7	61.63
269	151	6	18.75
4462	103	4	10.73
207	185	9	35.75
10146	14	3	12.38
1826	2529	5	72.93
6743	1477	3	46.08
167	175	4	5.63
9	9	115	89.15
13273	104	3	19.14
504	147	3	9.27
504	2637	7	88.53
115	1685	5	21.85
119	112	30	8.07
559	104	11	15.59
269	120	13	38.7
405	166	7	34.33
502	251	3	16.12
8492	148	3	28.83
2100	102	7	11.48
3114	103	4	7.54
4924	101	4	6.43
5458	284	3	33.68
107	5459	5	30.08
108	6111	6	46.34
858	232	7	56.13
324	1367	3	24.72
326	137	9	33.48
101	9680	3	7.99
102	3611	4	6.67
5295	122	4	29.69
103	2359	4	5.52
319	129	6	15.31
632	107	5	6.27
103	389	17	11.11
192	243	3	8.14
2119	104	8	27.89
2595	264	6	63.82
11568	11551	4	104.17
122	258	32	151.87
624	102	15	11.57
133	4000	3	20.54
2396	16	6	41.09
18028	105	3	24.48
758	128	5	19.34
314	620	5	37.56
132	566	5	17.99
101	880	13	7.21
101	4309	6	12.86
1838	782	4	45.75
3649	103	5	13.12
1140	195	13	121.15
154	107	42	52.85
574	106	6	6.7
101	2560	12	29.62
135	110	51	79.21
101	194	128	137.49
116	864	9	38
108	1429	6	23.91
889	185	6	40.55
4455	122	6	48.31
105	9145	3	16.26
746	878	4	38.8
118	1457	5	22.39
11912	107	3	22.59
101	8583	3	7.99
114	1519	3	9.21
1643	13	3	21.9
6684	10198	3	61.66
709	776	12	139.7
444	104	66	296.45
2345	153	7	59.56
106	1231	8	24.24
133	637	21	141.98
6080	517	3	38.47
525	617	3	22.85
417	102	17	6.61
161	1108	4	23.34
228	107	18	24.24
102	2501	8	17.8
103	4425	3	6.32
101	1328	24	58.17
163	132	6	4.61
320	343	36	379.75
397	330	3	16.94
5836	103	5	19.95
757	107	8	18.89
1173	120	4	15.36
2190	114	4	17.66
1806	104	4	7.24
908	182	17	152.57
12603	102	3	13.88
102	1421	11	18.56
765	102	12	8.98
421	1039	3	24.78
1723	104	10	34.86
101	1090	28	64.65
102	463	33	50.3
101	6668	4	9.52
453	132	8	32.28
575	602	5	44.06
8091	104	4	22.02
456	547	7	61.6
692	110	3	4.07
102	6305	3	7.41
8503	14	7	44.18
103	1919	7	13.46
101	7299	3	6.01
103	4758	3	6.75
166	110	32	60.46
131	152	19	42.04
