150	1
382	2
34	3
4550	4
414	5
387	6
4551	7
4553	8
3448	9
4554	10
4557	11
4556	12
244	13
1035	14
1415	15
597	16
66	17
902	18
133	19
270	20
262	21
1019	22
1472	23
293	24
14	25
201	26
23	27
290	28
1787	29
202	30
1733	31
249	32
174	33
361	34
23	35
13	36
548	37
4560	38
3256	39
4562	40
4563	41
4564	42
19	43
61	44
4558	45
88	46
31	47
1328	48
962	49
293	50
361	51
2315	52
885	53
218	54
364	55
1135	56
826	57
379	58
202	59
7	60
249	61
131	62
361	63
2860	64
2861	65
4567	66
2862	67
1838	68
61	69
2859	70
962	71
249	72
1735	73
109	74
201	75
229	76
109	77
947	78
3250	79
6061	80
202	81
150	82
290	83
336	84
545	85
417	86
19	87
826	88
893	89
671	90
4569	91
4570	92
148	93
4342	94
4572	95
1047	96
1047	97
1047	98
586	99
1452	100
4573	101
543	102
1735	103
31	104
902	105
885	106
108	107
364	108
391	109
419	110
417	111
570	112
826	113
719	114
4576	115
4579	116
4581	117
548	118
570	119
1371	120
1328	121
109	122
1027	123
361	124
675	125
131	126
99	127
4582	128
2863	129
946	130
4584	131
4587	132
84	133
548	134
293	135
543	136
1027	137
201	138
379	139
58	140
133	141
249	142
915	143
244	144
1522	145
1698	146
179	147
4588	148
4589	149
5948	150
2864	151
4591	152
2865	153
2866	154
484	155
131	156
379	157
134	158
671	159
108	160
88	161
133	162
669	163
545	164
662	165
2867	166
63	167
2868	168
4596	169
4598	170
4599	171
462	172
133	173
4593	174
249	175
391	176
1838	177
1040	178
543	179
58	180
270	181
484	182
1371	183
2869	184
4602	185
2870	186
2871	187
628	188
2872	189
2873	190
134	191
4601	192
661	193
5304	194
1040	195
361	196
548	197
4605	198
628	199
2414	200
4606	201
4607	202
4608	203
4609	204
2874	205
4894	206
1725	207
1382	208
358	209
632	210
1451	211
31	212
249	213
58	214
324	215
4	216
14	217
165	218
4	219
2782	220
100	221
532	222
163	223
153	224
31	225
84	226
201	227
53	228
827	229
159	230
1251	231
31	232
471	233
333	234
645	235
376	236
336	237
1842	238
207	239
1712	240
3240	241
13	242
600	243
1390	244
520	245
21	246
1680	247
4	248
150	249
109	250
29	251
819	252
4483	253
160	254
78	255
21	256
901	257
134	258
1410	259
13	260
114	261
1647	262
125	263
471	264
4	265
84	266
826	267
279	268
1988	269
511	270
36	271
36	272
258	273
29	274
337	275
1727	276
771	277
4543	278
1027	279
240	280
240	281
160	282
756	283
53	284
49	285
13	286
38	287
270	288
283	289
871	290
2596	291
277	292
38	293
883	294
104	295
94	296
1734	297
302	298
1	299
96	300
117	301
597	302
94	303
356	304
73	305
78	306
3134	307
152	308
280	309
4	310
125	311
174	312
58	313
108	314
10	315
661	316
2042	317
94	318
113	319
362	320
21	321
871	322
251	323
1035	324
174	325
485	326
66	327
324	328
117	329
1200	330
204	331
23	332
2679	333
131	334
41	335
99	336
589	337
1204	338
153	339
1475	340
202	341
13	342
4614	343
1043	344
1320	345
384	346
1650	347
2875	348
4617	349
4619	350
4612	351
249	352
58	353
244	354
4623	355
