494	13217	0
911	58878	0
1463	82320	0
109	51514	0
99	85510	0
33534	1791	0
442	28386	0
98	9667	0
462	42785	0
126	31267	0
3501	33183	0
113	78444	0
2	33376	0
104	33527	0
98	96566	0
160	36759	0
17536	95852	0
347	25906	0
99	4851	0
122	60416	0
7195	81792	0
101	71510	0
174839	98840	0
17843	73415	0
1552	47346	0
52850	7861	0
8652	14715	0
1	29171	0
211	94833	0
154060	84224	0
164251	57987	0
28211	46513	0
732	12005	0
353	83258	0
108	14174	0
149	45765	0
678	83622	0
104	19078	0
98	60850	0
491	75196	0
105	42623	0
3820	73286	0
412	63859	0
14	5078	0
915	61340	0
233	14776	0
115075	44800	0
103	74051	0
27716	54604	0
15074	28225	0
101	33746	0
14	85795	0
390	18333	0
99	55938	0
236	51164	0
77231	21277	0
99	99959	0
112279	58444	0
359	95160	0
154	75620	0
107	51231	0
1769	99004	0
854	17864	0
108	65327	0
1059	86099	0
6393	69020	0
215	83044	0
93509	8864	0
1067	82638	0
443	64421	0
1543	20808	0
627	65452	0
31145	73253	0
206	81151	0
131	18512	0
1774	96446	0
8760	4677	0
117	1466	0
174	68991	0
7380	56924	0
164501	47097	0
1394	69859	0
6833	80012	0
99	57060	0
8331	47017	0
14	6064	0
98	59860	0
11576	29706	0
102	8320	0
99	98833	0
8074	68938	0
1257	79617	0
191	77557	0
1851	50165	0
103	31184	0
109	88536	0
14	84805	0
5729	23434	0
132	74645	0
181	48499	0
571	87648	0
155	18631	0
58102	54335	0
839	84772	0
5648	54526	0
99	84576	0
2063	91786	0
106	23896	0
642	5207	0
171	2559	0
562	62451	0
197	25016	0
1498	81295	0
210	7634	0
112	65850	0
14	99124	0
285	98148	0
9720	67285	0
99	5781	0
166586	18149	0
52579	24263	0
9100	7926	0
128	4133	0
3539	99544	0
135	13704	0
74984	53670	0
16139	97975	0
98	8613	0
14	57281	0
509	75480	0
29446	33013	0
9	8498	0
98	97616	0
153	99603	0
102	59633	0
1844	59261	0
55638	18799	0
2093	88682	0
2012	30613	0
5647	96074	0
10534	31973	0
122	59494	0
4825	96798	0
404	20547	0
1178	84090	0
620	51641	0
66408	3906	0
6934	4165	0
2538	68012	0
164	26376	0
476	73832	0
163	90797	0
9025	22388	0
294	91271	0
49648	23401	0
174	22854	0
30663	61018	0
1146	34482	0
107	50357	0
2542	13008	0
176	93139	0
14	8060	0
22999	3983	0
99	54824	0
2532	70360	0
344	93464	0
114	62226	0
29869	68812	0
220	55676	0
6485	98679	0
112	40306	0
8585	89349	0
4975	94511	0
2768	39485	0
866	52076	0
14	82825	0
105	43733	0
141716	54072	0
98	57624	0
147	80211	0
127	59304	0
123	82718	0
3145	73082	0
3541	2856	0
822	50534	0
1	32089	0
3205	58782	0
11835	15634	0
1954	96351	0
37	51908	0
1571	25665	0
992	3294	0
108612	78278	0
1758	49612	0
99	82604	0
11238	16695	0
683	70265	0
691	23569	0
71394	14276	0
20273	48152	0
213	45610	0
99	7769	0
14	55053	0
2350	32356	0
98	10601	0
161	99992	0
98	95644	0
1050	42634	0
289	40692	0
166906	64988	0
188	19673	0
108	15348	0
2381	5812	0
58	41625	0
114	15203	0
16304	36706	0
5673	75329	0
101	72700	0
4797	10804	0
218	33033	0
22255	59582	0
102	57405	0
108	90983	0
22910	32725	0
15396	54365	0
7884	36593	0
101	73626	0
26475	99664	0
45	74733	0
603	86053	0
99	83658	0
528	50105	0
162793	12315	0
3239	26801	0
14	54123	0
2756	16548	0
15	69540	0
13230	83057	0
106	68871	0
350	33031	0
98	11535	0
283	16731	0
11	66676	0
99	6719	0
27	48090	0
98	94714	0
115	2101	0
4376	93499	0
6346	85275	0
2430	83896	0
17405	6661	0
858	12508	0
5753	39286	0
1536	38148	0
126	29423	0
102	58459	0
1711	47825	0
140	24919	0
397	79369	0
199	78018	0
115	49220	0
719	1714	0
12226	37955	0
5040	46296	0
984	53844	0
14	6938	0
405	86830	0
157	59422	0
871	24334	0
142736	67144	0
1441	89283	0
103	30074	0
3383	11050	0
191	74335	0
99	53838	0
612	82698	0
4583	22592	0
4671	6237	0
141	43156	0
297	80305	0
14	83951	0
98	58750	0
142	40868	0
154	29533	0
152	58201	0
111	80658	0
1666	27336	0
978	6912	0
5542	57511	0
11206	6560	0
136494	21182	0
881	98054	0
269	42944	0
155	71832	0
109	87410	0
175	79589	0
130	87201	0
1346	88440	0
918	86079	0
17497	60407	0
104	22452	0
99	51120	0
59581	73132	0
138	6857	0
61469	28432	0
102	91425	0
122488	31684	0
102278	53054	0
1007	51005	0
33731	13901	0
599	76446	0
109	7289	0
129	16228	0
308	50451	0
10866	15781	0
2189	79528	0
287	10621	0
111	29209	0
1625	8257	0
3383	90657	0
123	3699	0
8183	66055	0
2516	69962	0
14	86545	0
14	3812	0
116538	22691	0
116	11230	0
645	86084	0
21	11058	0
124	81126	0
192	12804	0
101	40672	0
1721	77364	0
536	31505	0
10375	86661	0
102	14804	0
311	69573	0
98	61568	0
45840	79637	0
1395	86247	0
110547	54605	0
267	5167	0
3139	17327	0
8414	6354	0
155086	19568	0
101	68196	0
614	44048	0
104	40901	0
161066	14034	0
99	4033	0
38368	67097	0
16	36184	0
2427	40631	0
11240	40924	0
99	86836	0
18286	10991	0
105	29500	0
98	91140	0
1746	26109	0
230	19288	0
624	30681	0
111	47720	0
206	45359	0
574	67036	0
628	54986	0
124	43106	0
120	24886	0
14	50837	0
98	14577	0
4826	2191	0
300	8191	0
15225	47578	0
114	95758	0
134182	16075	0
51710	28070	0
415	43727	0
2916	54089	0
7208	38616	0
99	2983	0
4766	91535	0
3417	32738	0
414	62367	0
994	59347	0
211	14288	0
151167	606	0
9329	20848	0
98	90210	0
99	87890	0
105	30554	0
22503	16168	0
422	50232	0
337	81185	0
14	49907	0
611	86816	0
125863	12697	0
115	83288	0
98	15511	0
421	62216	0
1415	73470	0
106	16490	0
19430	34157	0
1432	89716	0
247	37447	0
253	67558	0
1573	76911	0
99	50134	0
352	92795	0
103	25826	0
103	79895	0
23946	20216	0
112	34956	0
107	53579	0
11722	40983	0
14	87671	0
1129	45254	0
352	13966	0
13569	34871	0
184	93360	0
140	76858	0
1778	39018	0
23187	31228	0
1167	18450	0
14	2690	0
951	81033	0
10613	37305	0
1239	34869	0
202	55820	0
32806	52154	0
8059	3079	0
19552	40850	0
279	16262	0
98	62694	0
177	84253	0
7178	80914	0
5627	61135	0
153	52248	0
101	67278	0
122	64920	0
19683	26443	0
418	23655	0
16	33266	0
28947	37241	0
135	97411	0
36171	46570	0
